domain,post_url,timestamp
probikekit.com,http://plaintextoffenders.com/post/16572529300/probikekitcom-online-retail-shop-cycling,2012-01-27 10:00:06 GMT
marcaria.com,http://plaintextoffenders.com/post/109854481922/marcariacom-marcariacouk-marcariaeu-domain,2015-02-02 08:00:00 GMT
marcaria.co.uk,http://plaintextoffenders.com/post/109854481922/marcariacom-marcariacouk-marcariaeu-domain,2015-02-02 08:00:00 GMT
marcaria.eu,http://plaintextoffenders.com/post/109854481922/marcariacom-marcariacouk-marcariaeu-domain,2015-02-02 08:00:00 GMT
resellerspanel.com,http://plaintextoffenders.com/post/7416981985/resellerspanelcom-web-hosting-reseller,2011-07-09 04:00:00 GMT
mythicsoft.com,http://plaintextoffenders.com/post/173416068411/mythicsoftcom-file-searching-services,2018-04-29 05:15:00 GMT
swizznet.com,http://plaintextoffenders.com/post/174322994063/swizznetcom-hosted-accounting-solutions-swizznet,2018-05-28 02:45:23 GMT
nremt.org,http://plaintextoffenders.com/post/106141453341/nremtorg-emt-registry-youre-required-to-deal,2014-12-25 14:00:26 GMT
crazydomains.com.au,http://plaintextoffenders.com/post/33956653806/crazydomainscomau-domain-registrar,2012-10-20 03:41:00 GMT
crazydomains.co.uk,http://plaintextoffenders.com/post/174049859139/crazydomainscouk-domain-registrar-web-hosting,2018-05-19 14:15:09 GMT
wihatools.com,http://plaintextoffenders.com/post/138917633148/wihatoolscom-tools,2016-02-08 12:00:00 GMT
allen-heath.com,http://plaintextoffenders.com/post/137741929901/allen-heathcom-pro-audio-i-signed-up-to-submit-a,2016-01-21 10:00:30 GMT
hosting24.com,http://plaintextoffenders.com/post/91941363320/hosting24com-web-hosting-this-was-from-a,2014-07-16 11:24:41 GMT
